IndicatorNameRu;CountryNameRu;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969;1968;1967;1966;1965;1964;1963;1962;1961;1960;CountryName;CountryCode;IndicatorName;IndicatorCode
Население, всего;Алжир;;3,966652E+07;3,893434E+07;3,818614E+07;3,743943E+07;3,671713E+07;3,603616E+07;3,540179E+07;3,481106E+07;3,426197E+07;3,374933E+07;3,326789E+07;3,281722E+07;3,239489E+07;3,199039E+07;3,159032E+07;3,118366E+07;3,076655E+07;3,033688E+07;2,988772E+07;2,941184E+07;2,89043E+07;2,836202E+07;2,778598E+07;2,718092E+07;2,655428E+07;2,591236E+07;2,525767E+07;2,459149E+07;2,391789E+07;2,324128E+07;2,256591E+07;2,189386E+07;2,122829E+07;2,05757E+07;1,994367E+07;1,933772E+07;1,876076E+07;1,821233E+07;1,769018E+07;1,719024E+07;1,67091E+07;1,624711E+07;1,580443E+07;1,53771E+07;1,496011E+07;1,455003E+07;1,414444E+07;1,374438E+07;1,33542E+07;1,298027E+07;1,262695E+07;1,229597E+07;1,198513E+07;1,169015E+07;1,140486E+07;1,112489E+07;Algeria;DZA;Population, total;SP.POP.TOTL
Население, всего;Американское Самоа;;55538;55434;55302;55227;55316;55636;56226;57031;57904;58648;59117;59262;59117;58729;58176;57522;56768;55899;54942;53926;52874;51807;50725;49597;48379;47044;45591;44049;42448;40835;39247;37687;36165;34740;33488;32456;31670;31105;30690;30325;29932;29491;29014;28490;27916;27292;26615;25886;25116;24320;23518;22701;21883;21118;20478;20012;American Samoa;ASM;Population, total;SP.POP.TOTL
Население, всего;Ангола;;2,502197E+07;2,422752E+07;2,34482E+07;2,268563E+07;2,19423E+07;2,121995E+07;2,05201E+07;1,984225E+07;1,918391E+07;1,854147E+07;1,791294E+07;1,72955E+07;1,66914E+07;1,61097E+07;1,556279E+07;1,505864E+07;1,460198E+07;1,418771E+07;1,380187E+07;1,342481E+07;1,304267E+07;1,264848E+07;1,224679E+07;1,184897E+07;1,147217E+07;1,112787E+07;1,082099E+07;1,05449E+07;1,028571E+07;1,00237E+07;9745209;9444918;9128655;8807511;8497950;8211950;7952882;7717139;7501320;7299508;7107334;6923749;6750215;6587647;6437645;6300969;6177703;6066094;5962831;5863568;5765025;5665701;5565808;5465905;5367287;5270844;Angola;AGO;Population, total;SP.POP.TOTL
Население, всего;Андорра;;70473;72786;75902;79316;82326;84419;85474;85616;84878;83373;81223;78337;74783;71046;67770;65399;64161;63888;64147;64291;63854;62707;61003;58904;56674;54511;52449;50431;48458;46515;44597;42704;40862;39112;37502;36063;34819;33746;32769;31781;30706;29514;28231;26892;25560;24279;23061;21888;20755;19646;18551;17470;16410;15376;14376;13414;Andorra;ADO;Population, total;SP.POP.TOTL
Население, всего;Антигуа и Барбуда;;91818;90900;89985;89069;88152;87233;86300;85350;84397;83467;82565;81718;80904;80030;78972;77648;76041;74206;72232;70245;68349;66550;64868;63434;62412;61906;61967;62538;63484;64605;65744;66863;67958;68950;69750;70301;70553;70508;70223;69782;69253;68655;67972;67205;66338;65369;64307;63176;62002;60818;59653;58500;57368;56311;55403;54681;Antigua and Barbuda;ATG;Population, total;SP.POP.TOTL
Население, всего;Аргентина;;4,341676E+07;4,298002E+07;4,25383E+07;4,209522E+07;4,165562E+07;4,122288E+07;4,079864E+07;4,038186E+07;3,99699E+07;3,955875E+07;3,914549E+07;3,872878E+07;3,830948E+07;3,788944E+07;3,747154E+07;3,705745E+07;3,664806E+07;3,624158E+07;3,583396E+07;3,541968E+07;3,499482E+07;3,455811E+07;3,411091E+07;3,365515E+07;3,319392E+07;3,272974E+07;3,226356E+07;3,179552E+07;3,132647E+07;3,085724E+07;3,038878E+07;2,992091E+07;2,945474E+07;2,899399E+07;2,854337E+07;2,810589E+07;2,768453E+07;2,727774E+07;2,687857E+07;2,647715E+07;2,606698E+07;2,56445E+07;2,521339E+07;2,478295E+07;2,436644E+07;2,397306E+07;2,360599E+07;2,326127E+07;2,29322E+07;2,260875E+07;2,228339E+07;2,195393E+07;2,162184E+07;2,128768E+07;2,095308E+07;2,061908E+07;Argentina;ARG;Population, total;SP.POP.TOTL
Население, всего;Армения;;3017712;3006154;2992192;2978339;2967984;2963496;2966108;2975029;2988117;3002161;3014917;3025982;3036420;3047249;3060036;3076098;3093820;3112958;3137652;3173425;3223173;3289943;3369673;3449497;3511912;3544695;3542720;3510439;3457054;3396511;3339147;3287588;3239212;3192877;3145885;3096298;3044564;2991954;2938181;2882831;2825650;2766495;2705584;2643464;2580894;2518408;2456370;2394635;2332624;2269475;2204650;2138133;2070427;2002170;1934239;1867396;Armenia;ARM;Population, total;SP.POP.TOTL
Население, всего;Аруба;;103889;103441;102921;102393;101936;101597;101416;101342;101218;100830;100031;98742;97015;94995;92894;90858;89004;87276;85447;83195;80326;76700;72498;68235;64623;62148;61032;61077;61835;62644;63028;62831;62204;61344;60567;60096;59978;60106;60366;60589;60655;60525;60239;59849;59438;59065;58724;58385;58049;57712;57360;57029;56697;56226;55435;54208;Aruba;ABW;Population, total;SP.POP.TOTL
Население, всего;Афганистан;;3,252656E+07;3,162751E+07;3,06825E+07;2,97268E+07;2,880917E+07;2,796221E+07;2,720729E+07;2,652874E+07;2,587754E+07;2,518362E+07;2,439995E+07;2,349985E+07;2,250737E+07;2,148708E+07;2,053116E+07;1,970194E+07;1,903842E+07;1,851148E+07;1,803413E+07;1,74818E+07;1,677252E+07;1,586997E+07;1,482437E+07;1,374563E+07;1,278937E+07;1,206757E+07;1,160835E+07;1,137577E+07;1,133793E+07;1,143895E+07;1,16305E+07;1,191251E+07;1,22791E+07;1,2667E+07;1,299692E+07;1,321141E+07;1,328328E+07;1,322255E+07;1,30565E+07;1,283136E+07;1,258295E+07;1,231555E+07;1,202251E+07;1,17169E+07;1,141282E+07;1,11211E+07;1,084951E+07;1,059979E+07;1,03686E+07;1,014884E+07;9935358;9728645;9531555;9343772;9164945;8994793;Afghanistan;AFG;Population, total;SP.POP.TOTL
Население, всего;Багамы;;388019;383054;377841;372388;366711;360830;354780;348587;342259;335801;329243;322539;315757;309170;303138;297891;293572;290054;286968;283792;280151;275903;271165;266133;261117;256338;251855;247576;243391;239132;234684;230016;225185;220275;215404;210660;206038;201511;197118;192905;188882;185097;181489;177844;173867;169356;164250;158629;152607;146364;140049;133697;127331;121083;115108;109526;Bahamas, The;BHS;Population, total;SP.POP.TOTL
Население, всего;Бангладеш;;1,609956E+08;1,590775E+08;1,571574E+08;1,552574E+08;1,534056E+08;1,516168E+08;1,499058E+08;1,482525E+08;1,465927E+08;1,448392E+08;1,4293E+08;1,408438E+08;1,386002E+08;1,362284E+08;1,337761E+08;1,312807E+08;1,287463E+08;1,261696E+08;1,235741E+08;1,209871E+08;1,184278E+08;1,159137E+08;1,134424E+08;1,109875E+08;1,085097E+08;1,059831E+08;1,034006E+08;1,007796E+08;9,814926E+07;9,55508E+07;9,301518E+07;9,055954E+07;8,818121E+07;8,586822E+07;8,359958E+07;8,136418E+07;7,914194E+07;7,694838E+07;7,484846E+07;7,293021E+07;7,124715E+07;6,983796E+07;6,865847E+07;6,757849E+07;6,641745E+07;6,50487E+07;6,342257E+07;6,158552E+07;5,96253E+07;5,767553E+07;5,583502E+07;5,412939E+07;5,25326E+07;5,10306E+07;4,959361E+07;4,82007E+07;Bangladesh;BGD;Population, total;SP.POP.TOTL
Население, всего;Барбадос;;284215;283380;282503;281580;280602;279566;278466;277315;276154;275040;274013;273091;272261;271479;270686;269838;268920;267949;266944;265940;264962;264015;263091;262184;261281;260374;259454;258524;257609;256738;255929;255195;254515;253836;253080;252197;251176;250035;248785;247444;246033;244539;242980;241441;240038;238847;237911;237199;236620;236043;235373;234547;233587;232584;231674;230934;Barbados;BRB;Population, total;SP.POP.TOTL
Население, всего;Бахрейн;;1377237;1361930;1349427;1333577;1306014;1261319;1196774;1115777;1026568;940808;867014;807989;761595;725365;694893;666855;640904;618054;597834;579855;563730;549151;535692;522748;509654;495944;481126;465235;448994;433487;419425;407223;396447;385950;374125;359902;342829;323511;303236;283843;266686;252139;239860;229588;220808;213102;206469;200953;196203;191782;187348;182774;178048;173107;167924;162501;Bahrain;BHR;Population, total;SP.POP.TOTL
Население, всего;Беларусь;;9513000;9483000;9466000;9464000;9473000;9490000;9507000;9528000;9560000;9604000;9663000;9730000;9797000;9865000;9928000;1,0005E+07;1,0035E+07;1,0069E+07;1,0117E+07;1,016E+07;1,0194E+07;1,0227E+07;1,0239E+07;1,0216E+07;1,0194E+07;1,0189E+07;1,017E+07;1,014E+07;1,0111E+07;1,0043E+07;9975000;9910000;9843000;9776000;9710000;9643000;9584000;9525000;9463000;9411000;9367000;9317584;9257272;9188968;9115576;9040000;8960304;8874552;8785648;8696496;8610000;8524224;8437232;8351928;8271216;8198000;Belarus;BLR;Population, total;SP.POP.TOTL
Население, всего;Белиз;;359287;351706;344193;336707;329193;321609;313925;306165;298403;290751;283279;276085;269132;262202;254989;247312;239024;230289;221608;213674;206962;201678;197615;194321;191127;187552;183470;179025;174326;169570;164916;160342;155820;151498;147566;144151;141308;138972;136991;135145;133261;131306;129294;127148;124792;122179;119260;116061;112699;109344;106121;103070;100166;97389;94701;92068;Belize;BLZ;Population, total;SP.POP.TOTL
Население, всего;Бельгия;;1,128572E+07;1,123121E+07;1,118282E+07;1,112825E+07;1,104774E+07;1,089559E+07;1,079649E+07;1,070997E+07;1,06257E+07;1,054796E+07;1,047862E+07;1,042114E+07;1,037613E+07;1,033279E+07;1,028657E+07;1,025125E+07;1,022642E+07;1,020301E+07;1,018125E+07;1,015664E+07;1,013681E+07;1,01156E+07;1,008448E+07;1,004516E+07;1,000449E+07;9967379;9937697;9901664;9870234;9861823;9858308;9855372;9855520;9856303;9858982;9859242;9848382;9839534;9830358;9818227;9800700;9772419;9741720;9711115;9673162;9655549;9646032;9618756;9580991;9527807;9463667;9378113;9289770;9220578;9183948;9153489;Belgium;BEL;Population, total;SP.POP.TOTL
Население, всего;Бенин;;1,087983E+07;1,059848E+07;1,032223E+07;1,004979E+07;9779391;9509798;9240982;8973525;8707637;8443717;8182362;7922796;7665681;7414744;7174911;6949366;6740491;6546493;6361301;6176318;5985658;5786794;5582420;5378226;5182525;5001271;4836240;4685375;4546136;4414450;4287263;4163968;4045352;3931355;3822206;3718024;3618509;3523270;3432262;3345501;3262959;3184547;3110074;3039300;2971941;2907769;2846652;2788551;2733450;2681382;2632360;2586362;2543335;2503232;2466002;2431620;Benin;BEN;Population, total;SP.POP.TOTL
Население, всего;Бермуды;;65235;65139;65001;64798;64564;65124;65636;65273;64888;64523;64154;63740;63325;62912;62504;61833;61285;60943;60497;60129;59746;59320;58910;58595;59021;59326;58841;58347;57849;57382;56898;56423;55930;55449;55050;54670;53800;53600;53400;53200;53000;53400;53800;54200;54600;55000;54000;53000;52000;51000;50100;48900;47700;46600;45500;44400;Bermuda;BMU;Population, total;SP.POP.TOTL
Население, всего;Болгария;;7177991;7223938;7265115;7305888;7348328;7395599;7444443;7492561;7545338;7699020;7739900;7781161;7823557;7868468;8020282;8170172;8210624;8256786;8312068;8362826;8406067;8443591;8472313;8540164;8632367;8718289;8876972;8981446;8971359;8958171;8960547;8960679;8939738;8917457;8891117;8861535;8825940;8814032;8804183;8758599;8720742;8678745;8620967;8576200;8536395;8489574;8434172;8369603;8310226;8258057;8204168;8144340;8078145;8012946;7943118;7867374;Bulgaria;BGR;Population, total;SP.POP.TOTL
Население, всего;Боливия;;1,072471E+07;1,056189E+07;1,039993E+07;1,023876E+07;1,007824E+07;9918245;9758799;9599916;9441482;9283345;9125405;8967740;8810420;8653343;8496378;8339512;8182710;8026257;7870860;7717445;7566716;7418864;7273824;7131699;6992521;6856246;6723046;6592787;6464736;6337893;6211549;6085499;5959962;5835186;5711598;5589572;5469123;5350320;5233677;5119833;5009259;4902173;4798510;4698090;4600596;4505774;4413584;4324066;4237126;4152665;4070590;3990855;3913397;3838096;3764815;3693451;Bolivia;BOL;Population, total;SP.POP.TOTL
Население, всего;Босния и Герцеговина;;3810416;3817554;3823533;3828419;3832310;3835258;3837732;3839749;3840418;3838504;3833377;3825872;3817313;3808347;3799747;3792878;3784389;3775898;3779354;3810649;3879278;3992256;4141167;4301169;4437898;4526996;4559256;4542757;4491745;4428460;4369527;4318301;4270598;4226663;4185074;4144726;4107135;4073480;4041623;4008411;3971608;3930283;3885229;3838002;3790948;3745637;3702834;3661642;3619997;3574972;3524596;3468083;3406466;3341809;3277096;3214520;Bosnia and Herzegovina;BIH;Population, total;SP.POP.TOTL
Население, всего;Ботсвана;;2262485;2219937;2176510;2132822;2089706;2047831;2007212;1967866;1930431;1895671;1864003;1835750;1810438;1786672;1762531;1736579;1708368;1678111;1645846;1611827;1576291;1539135;1500356;1460453;1420098;1379814;1339813;1300097;1260720;1221668;1182942;1144716;1107103;1069962;1033073;996331;959666;923305;887793;853860;822029;792513;765177;739754;715811;693021;671305;650730;631276;612950;595741;579560;564316;549990;536576;524029;Botswana;BWA;Population, total;SP.POP.TOTL
Население, всего;Бразилия;;2,078475E+08;2,060779E+08;2,042594E+08;2,024016E+08;2,005176E+08;1,986142E+08;1,967013E+08;1,947697E+08;1,927845E+08;1,906982E+08;1,884792E+08;1,861164E+08;1,836273E+08;1,810456E+08;1,784194E+08;1,757864E+08;1,731531E+08;1,705165E+08;1,678938E+08;1,653032E+08;1,627551E+08;1,602605E+08;1,578122E+08;1,55379E+08;1,529168E+08;1,503931E+08;1,478018E+08;1,451505E+08;1,424375E+08;1,396646E+08;1,368364E+08;1,339506E+08;1,310143E+08;1,280548E+08;1,251074E+08;1,221997E+08;1,193414E+08;1,165322E+08;1,137765E+08;1,110761E+08;1,084313E+08;1,058463E+08;1,033208E+08;1,008444E+08;9,84022E+07;9,598246E+07;9,358574E+07;9,121301E+07;8,885368E+07;8,649498E+07;8,413006E+07;8,17518E+07;7,936846E+07;7,700755E+07;7,470689E+07;7,249358E+07;Brazil;BRA;Population, total;SP.POP.TOTL
Население, всего;Британские Виргинские Острова;;30117;29585;29058;28511;27906;27223;26450;25604;24735;23908;23169;22538;22000;21530;21087;20643;20186;19726;19270;18834;18425;18051;17700;17343;16937;16459;15896;15265;14595;13932;13308;12729;12192;11715;11316;11003;10788;10663;10596;10544;10476;10380;10263;10125;9969;9802;9620;9422;9214;9009;8813;8628;8455;8298;8157;8036;British Virgin Islands;VGB;Population, total;SP.POP.TOTL
Население, всего;Бруней-Даруссалам;;423188;417394;411499;405512;399443;393302;387080;380786;374459;368150;361889;355700;349557;343383;337074;330554;323812;316873;309746;302449;295010;287423;279717;271989;264365;256939;249738;242750;235980;229418;223049;216893;210933;205061;199136;193057;186786;180357;173826;167283;160799;154395;148067;141836;135716;129729;123875;118176;112680;107450;102525;97933;93650;89603;85687;81825;Brunei Darussalam;BRN;Population, total;SP.POP.TOTL
Население, всего;Буркина-Фасо;;1,810557E+07;1,75892E+07;1,708455E+07;1,659081E+07;1,610685E+07;1,563207E+07;1,516586E+07;1,470901E+07;1,4264E+07;1,38342E+07;1,342193E+07;1,302804E+07;1,26516E+07;1,229098E+07;1,194374E+07;1,160794E+07;1,128302E+07;1,096909E+07;1,066578E+07;1,037281E+07;1,008988E+07;9816586;9552473;9297116;9050090;8811033;8579825;8356306;8140076;7930690;7727912;7531244;7340907;7158256;6985158;6822840;6671659;6530820;6398937;6274037;6154548;6040044;5930487;5825171;5723379;5624597;5528172;5434040;5343020;5256363;5174869;5098892;5027818;4960325;4894578;4829291;Burkina Faso;BFA;Population, total;SP.POP.TOTL
Население, всего;Бурунди;;1,117892E+07;1,081686E+07;1,046596E+07;1,012457E+07;9790151;9461117;9137786;8821795;8514578;8218070;7934213;7661613;7401215;7159918;6946720;6767073;6623707;6511920;6420397;6333415;6239030;6134041;6019901;5895131;5759429;5613141;5454475;5284173;5108581;4936429;4774258;4624617;4486613;4359122;4239673;4126544;4018927;3917866;3825484;3744696;3676991;3623853;3582952;3547335;3507593;3457113;3392949;3317315;3235125;3153879;3079034;3011957;2950903;2894510;2840375;2786740;Burundi;BDI;Population, total;SP.POP.TOTL
Население, всего;Бутан;;774830;765008;754637;743711;732246;720246;707830;694990;681471;666920;651163;634235;616474;598421;580784;564187;548387;533506;520917;512377;508897;511382;518847;528085;534678;535505;529284;517068;500952;484151;469010;456135;444789;434385;423887;412561;400378;387731;374801;361862;349146;336677;324465;312712;301653;291457;282210;273868;266293;259270;252629;246324;240364;234703;229297;224108;Bhutan;BTN;Population, total;SP.POP.TOTL
Население, всего;Вануату;;264652;258883;253165;247498;241876;236299;230782;225335;219956;214635;209375;204144;198963;193957;189288;185058;181346;178074;175004;171802;168236;164209;159814;155242;150779;146633;142852;139369;136129;133040;130028;127094;124248;121433;118578;115634;112579;109429;106223;103024;99879;96793;93761;90824;88023;85388;82941;80669;78518;76410;74287;72131;69962;67806;65708;63701;Vanuatu;VUT;Population, total;SP.POP.TOTL
Население, всего;Великобритания;;6,513823E+07;6,461316E+07;6,412822E+07;6,37003E+07;6,325892E+07;6,276636E+07;6,227627E+07;6,1807E+07;6,132246E+07;6,084682E+07;6,040121E+07;5,99879E+07;5,964758E+07;5,937048E+07;5,911967E+07;5,889251E+07;5,868246E+07;5,848714E+07;5,831695E+07;5,816695E+07;5,801903E+07;5,786574E+07;5,771862E+07;5,75804E+07;5,74249E+07;5,724758E+07;5,707671E+07;5,692833E+07;5,680205E+07;5,66814E+07;5,655027E+07;5,642207E+07;5,633285E+07;5,631364E+07;5,633383E+07;5,631422E+07;5,624695E+07;5,61965E+07;5,619349E+07;5,621197E+07;5,62258E+07;5,622998E+07;5,619453E+07;5,608606E+07;5,589622E+07;5,566325E+07;5,544175E+07;5,52117E+07;5,49436E+07;5,46485E+07;5,434805E+07;5,4E+07;5,365E+07;5,325E+07;5,28E+07;5,24E+07;United Kingdom;GBR;Population, total;SP.POP.TOTL
Население, всего;Венгрия;;9844686;9866468;9893082;9920362;9971727;1,000002E+07;1,002265E+07;1,003819E+07;1,005578E+07;1,007137E+07;1,008707E+07;1,010715E+07;1,012955E+07;1,015861E+07;1,018758E+07;1,021097E+07;1,023753E+07;1,026657E+07;1,029049E+07;1,031124E+07;1,032897E+07;1,034336E+07;1,035752E+07;1,036934E+07;1,03734E+07;1,037399E+07;1,048172E+07;1,059649E+07;1,061274E+07;1,063056E+07;1,064871E+07;1,06681E+07;1,068946E+07;1,070554E+07;1,071185E+07;1,071112E+07;1,070415E+07;1,068482E+07;1,064803E+07;1,059868E+07;1,054053E+07;1,047872E+07;1,043206E+07;1,039849E+07;1,036754E+07;1,033791E+07;1,029872E+07;1,025582E+07;1,02166E+07;1,017865E+07;1,014794E+07;1,011984E+07;1,008795E+07;1,006173E+07;1,002932E+07;9983967;Hungary;HUN;Population, total;SP.POP.TOTL
Население, всего;Венесуэла;;3,110808E+07;3,069383E+07;3,027604E+07;2,985424E+07;2,942763E+07;2,899574E+07;2,855861E+07;2,811672E+07;2,767066E+07;2,722123E+07;2,676912E+07;2,631448E+07;2,585755E+07;2,539914E+07;2,494022E+07;2,448148E+07;2,402336E+07;2,356573E+07;2,3108E+07;2,264921E+07;2,218867E+07;2,172681E+07;2,126399E+07;2,079947E+07;2,033225E+07;1,986196E+07;1,938826E+07;1,891243E+07;1,843774E+07;1,796853E+07;1,750806E+07;1,705779E+07;1,661734E+07;1,61859E+07;1,57618E+07;1,534392E+07;1,493174E+07;1,452593E+07;1,412779E+07;1,373914E+07;1,336099E+07;1,299403E+07;1,263697E+07;1,228643E+07;1,19378E+07;1,158776E+07;1,123549E+07;1,0882E+07;1,052805E+07;1,017514E+07;9824694;9476255;9130346;8790590;8461684;8146845;Venezuela, RB;VEN;Population, total;SP.POP.TOTL
Население, всего;Виргинские острова (США);;103574;104170;104737;105275;105784;106267;106707;107091;107423;107700;107863;107950;108085;108208;108386;108639;108596;108535;108355;108093;107817;107317;106577;105711;104807;103963;103000;104500;106000;106500;107000;108000;104000;102000;98000;97000;96000;96000;93000;96000;94000;90000;84000;76000;71000;63000;58600;54600;50800;47300;44000;41300;38700;36300;34100;32000;Virgin Islands (U.S.);VIR;Population, total;SP.POP.TOTL
Население, всего;Восточный Тимор;;1245015;1212107;1180069;1148958;1120392;1066409;1048367;1030630;1013194;996052;979201;962634;929431;894837;865848;847185;841063;845106;853867;859496;856439;842752;820471;792846;764884;740231;720198;703696;689170;674128;657018;636670;614379;593937;580556;577580;586886;606295;630151;650490;661634;661528;652017;636100;618508;602737;589519;577824;567330;557252;547035;536798;526936;517446;508311;499525;Timor-Leste;TMP;Population, total;SP.POP.TOTL
Население, всего;Вьетнам;;9,17038E+07;9,07289E+07;8,97595E+07;8,88092E+07;8,78603E+07;8,69325E+07;8,6025E+07;8,51187E+07;8,42185E+07;8,33112E+07;8,23921E+07;8,14364E+07;8,04674E+07;7,95377E+07;7,86205E+07;7,76309E+07;7,65967E+07;7,54563E+07;7,43069E+07;7,31567E+07;7,19955E+07;7,08245E+07;6,96445E+07;6,84501E+07;6,72424E+07;6,60167E+07;6,4774E+07;6,3263E+07;6,175E+07;6,0249E+07;5,8868E+07;5,7692E+07;5,6655E+07;5,5687E+07;5,4722E+07;5,37E+07;5,2574E+07;5,1436E+07;5,0295E+07;4,9158E+07;4,803E+07;4,6918E+07;4,5825E+07;4,4758E+07;4,3725E+07;4,2729E+07;4,1773E+07;4,0856E+07;3,998E+07;3,9142E+07;3,8341E+07;3,7574E+07;3,6836E+07;3,6123E+07;3,5428E+07;3,4743E+07;Vietnam;VNM;Population, total;SP.POP.TOTL
Население, всего;Габон;;1725292;1687673;1650351;1613489;1577298;1541936;1507428;1473741;1440902;1408920;1377777;1347524;1318093;1289192;1260435;1231548;1202412;1173114;1143838;1114879;1086449;1058625;1031358;1004598;978252;952269;926648;901473;876877;853039;830091;808088;787017;766867;747593;729165;711544;694734;678786;663774;649719;636702;624625;613129;601734;590119;578114;565878;553829;542562;532512;523793;516270;509806;504174;499189;Gabon;GAB;Population, total;SP.POP.TOTL
Население, всего;Гаити;;1,071107E+07;1,057203E+07;1,043125E+07;1,028883E+07;1,014489E+07;9999617;9852953;9705130;9556958;9409479;9263409;9119182;8976555;8834739;8692564;8549202;8404396;8258484;8111954;7965548;7819806;7674911;7530703;7386974;7243391;7099733;6956301;6813344;6670566;6527545;6384196;6240330;6096690;5955265;5818673;5688832;5566265;5450550;5341418;5238242;5140357;5047948;4960655;4876558;4793157;4708639;4622209;4534233;4445531;4357482;4271133;4186636;4103732;4022596;3943363;3866160;Haiti;HTI;Population, total;SP.POP.TOTL
Население, всего;Гайана;;767085;763893;761033;758410;755883;753362;750749;748096;745638;743705;742495;742162;742537;743107;743163;742218;740189;737316;733854;730193;726695;723230;719910;717621;717502;720282;726237;734872;745149;755598;765043;773302;780367;785466;787728;786614;781677;773227;762445;751008;740167;730227;720919;712188;703811;695561;687658;680068;671986;662332;650379;635778;618887;600559;582034;564222;Guyana;GUY;Population, total;SP.POP.TOTL
Население, всего;Гамбия;;1990924;1928201;1866878;1807108;1749099;1693002;1638899;1586749;1536424;1487731;1440542;1394727;1350345;1307674;1267103;1228863;1192920;1159001;1126786;1095839;1065746;1036627;1008296;979701;949490;916811;881146;843060;804134;766598;732092;701097;673230;648202;625413;604371;585155;567828;551823;536409;521070;505512;489860;474538;460193;447283;435800;425509;416342;408182;400865;394552;389070;383525;376736;367929;Gambia, The;GMB;Population, total;SP.POP.TOTL
Население, всего;Гана;;2,740989E+07;2,67866E+07;2,616443E+07;2,554456E+07;2,49285E+07;2,431773E+07;2,371316E+07;2,311592E+07;2,252804E+07;2,195189E+07;2,138951E+07;2,084049E+07;2,03054E+07;1,978818E+07;1,92938E+07;1,882499E+07;1,838443E+07;1,796901E+07;1,756858E+07;1,716921E+07;1,676099E+07;1,633934E+07;1,590724E+07;1,547153E+07;1,504274E+07;1,462826E+07;1,423249E+07;1,38526E+07;1,348038E+07;1,310398E+07;1,271624E+07;1,231117E+07;1,189513E+07;1,148811E+07;1,111761E+07;1,080203E+07;1,055077E+07;1,035449E+07;1,018989E+07;1,002347E+07;9831409;9604280;9350111;9083575;8827273;8596977;8397346;8221021;8057442;7890992;7710547;7513286;7303432;7085463;6866545;6652285;Ghana;GHA;Population, total;SP.POP.TOTL
Население, всего;Гватемала;;1,63429E+07;1,601549E+07;1,569079E+07;1,536876E+07;1,504928E+07;1,473226E+07;1,441803E+07;1,410669E+07;1,379763E+07;1,349004E+07;1,318351E+07;1,287771E+07;1,257335E+07;1,227221E+07;1,197673E+07;1,168866E+07;1,140882E+07;1,113681E+07;1,087179E+07;1,06123E+07;1,035735E+07;1,010646E+07;9860063;9619113;9385000;9158547;8940285;8729406;8523785;8320498;8117499;7913814;7710142;7508161;7310397;7118628;6933492;6754258;6579710;6408029;6237963;6069077;5901980;5737720;5577824;5423384;5274726;5131461;4993104;4858880;4728203;4600846;4476923;4356579;4240084;4127555;Guatemala;GTM;Population, total;SP.POP.TOTL
Население, всего;Гвинея;;1,260859E+07;1,227553E+07;1,194873E+07;1,162877E+07;1,131635E+07;1,101241E+07;1,071577E+07;1,042736E+07;1,015252E+07;9898301;9669023;9464771;9281572;9114287;8955756;8799165;8647336;8497582;8331366;8124799;7863033;7536389;7155564;6751394;6367110;6034082;5763843;5548270;5375058;5223553;5078689;4937230;4804740;4684992;4584305;4506559;4451872;4416074;4393551;4376768;4359735;4340748;4319502;4293208;4259102;4215442;4160375;4094528;4021880;3948206;3877804;3812004;3749920;3690960;3633778;3577413;Guinea;GIN;Population, total;SP.POP.TOTL
Население, всего;Гвинея-Бисау;;1844325;1800513;1757138;1714620;1673509;1634196;1596832;1561293;1527342;1494603;1462784;1431816;1401716;1372367;1343646;1315455;1287727;1260424;1233520;1207006;1180877;1155111;1129706;1104708;1080191;1056208;1032797;1009967;987718;966039;944941;924378;904391;885166;866947;849886;834068;819371;805481;791959;778482;764974;751512;738117;724863;711828;698917;686155;673893;662597;652566;643962;636593;629973;623413;616407;Guinea-Bissau;GNB;Population, total;SP.POP.TOTL
Население, всего;Германия;;8,141314E+07;8,09825E+07;8,213275E+07;8,042582E+07;8,179767E+07;8,177693E+07;8,19023E+07;8,21101E+07;8,226637E+07;8,237645E+07;8,246942E+07;8,251626E+07;8,253418E+07;8,24885E+07;8,234993E+07;8,22115E+07;8,210024E+07;8,204719E+07;8,203477E+07;8,191483E+07;8,167805E+07;8,143835E+07;8,115636E+07;8,06246E+07;8,00139E+07;7,943303E+07;7,875128E+07;7,814462E+07;7,783992E+07;7,772043E+07;7,768487E+07;7,785869E+07;7,812828E+07;7,833337E+07;7,84079E+07;7,828858E+07;7,812635E+07;7,809182E+07;7,815982E+07;7,833695E+07;7,867355E+07;7,896743E+07;7,893666E+07;7,868845E+07;7,831284E+07;7,816929E+07;7,790968E+07;7,729431E+07;7,695134E+07;7,660031E+07;7,59637E+07;7,531834E+07;7,471435E+07;7,402578E+07;7,337763E+07;7,28149E+07;Germany;DEU;Population, total;SP.POP.TOTL
Население, всего;Гибралтар;;32217;31997;31720;31402;31067;30732;30407;30089;29770;29437;29080;28694;28290;27903;27580;27351;27233;27211;27246;27284;27285;27235;27146;27035;26924;26833;26760;26700;26653;26623;26611;26621;26650;26671;26651;26568;26409;26185;25922;25666;25443;25266;25121;24991;24844;24661;24438;24185;23901;23590;23256;22894;22510;22133;21797;21529;Gibraltar;GIB;Population, total;SP.POP.TOTL
