IndicatorNameRu;CountryNameRu;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;1985;1984;1983;1982;1981;1980;1979;1978;1977;1976;1975;1974;1973;1972;1971;1970;1969;1968;1967;1966;1965;1964;1963;1962;1961;1960;CountryName;CountryCode;IndicatorName;IndicatorCode
Население, всего;Latin America & Caribbean;;6,329591E+08;6,262856E+08;6,195135E+08;6,126384E+08;6,056947E+08;5,986902E+08;5,916041E+08;5,844614E+08;5,77273E+08;5,700539E+08;5,628064E+08;5,55538E+08;5,482476E+08;5,409062E+08;5,334708E+08;5,259072E+08;5,182084E+08;5,103766E+08;5,024093E+08;4,94403E+08;4,863621E+08;4,783288E+08;4,702814E+08;4,622184E+08;4,541346E+08;4,460147E+08;4,378595E+08;4,296835E+08;4,215048E+08;4,133066E+08;4,050964E+08;3,968822E+08;3,886662E+08;3,804787E+08;3,723414E+08;3,64282E+08;3,562992E+08;3,484019E+08;3,4058E+08;3,328284E+08;3,251305E+08;3,174899E+08;3,099124E+08;3,02419E+08;2,950363E+08;2,877733E+08;2,806507E+08;2,736641E+08;2,667856E+08;2,599742E+08;2,532041E+08;2,46467E+08;2,397796E+08;2,331915E+08;2,267725E+08;2,205723E+08;Latin America & Caribbean;LCN;Population, total;SP.POP.TOTL
Население, всего;Latin America & Caribbean (excluding high income);;6,05365E+08;5,988465E+08;5,922339E+08;5,855366E+08;5,787669E+08;5,719351E+08;5,650431E+08;5,58094E+08;5,510991E+08;5,440726E+08;5,370223E+08;5,29959E+08;5,228763E+08;5,157443E+08;5,085212E+08;5,011726E+08;4,93695E+08;4,860991E+08;4,784106E+08;4,706746E+08;4,629174E+08;4,551664E+08;4,474069E+08;4,396324E+08;4,318296E+08;4,239906E+08;4,161193E+08;4,082213E+08;4,003174E+08;3,923914E+08;3,844494E+08;3,76498E+08;3,68544E+08;3,60612E+08;3,527285E+08;3,449168E+08;3,371799E+08;3,295248E+08;3,219471E+08;3,144362E+08;3,069865E+08;2,995986E+08;2,922806E+08;2,850487E+08;2,779244E+08;2,709224E+08;2,640554E+08;2,573207E+08;2,506946E+08;2,441422E+08;2,376424E+08;2,311851E+08;2,247877E+08;2,184945E+08;2,123668E+08;2,064482E+08;Latin America & Caribbean (excluding high income);LAC;Population, total;SP.POP.TOTL
Население, всего;Latin America & the Caribbean (IDA & IBRD countries);;6,168626E+08;6,1015E+08;6,033477E+08;5,964635E+08;5,895062E+08;5,824841E+08;5,753981E+08;5,682523E+08;5,610617E+08;5,538446E+08;5,466121E+08;5,393762E+08;5,32129E+08;5,248369E+08;5,174528E+08;5,099386E+08;5,0229E+08;4,945191E+08;4,866521E+08;4,787352E+08;4,707964E+08;4,628618E+08;4,549173E+08;4,469607E+08;4,389845E+08;4,309843E+08;4,229671E+08;4,149363E+08;4,069056E+08;3,98849E+08;3,907656E+08;3,826598E+08;3,74542E+08;3,664421E+08;3,583951E+08;3,504305E+08;3,42552E+08;3,347656E+08;3,270698E+08;3,194572E+08;3,119238E+08;3,044724E+08;2,971089E+08;2,898417E+08;2,826815E+08;2,756352E+08;2,687119E+08;2,619108E+08;2,552118E+08;2,485867E+08;2,420184E+08;2,354987E+08;2,290425E+08;2,226894E+08;2,164941E+08;2,104957E+08;Latin America & the Caribbean (IDA & IBRD countries);TLA;Population, total;SP.POP.TOTL
Население, всего;Least developed countries: UN classification;;9,54218E+08;9,319551E+08;9,100636E+08;8,886067E+08;8,676663E+08;8,472641E+08;8,274983E+08;8,082967E+08;7,895447E+08;7,710821E+08;7,527946E+08;7,346265E+08;7,16594E+08;6,987949E+08;6,813625E+08;6,643861E+08;6,479107E+08;6,318858E+08;6,16193E+08;6,006646E+08;5,851894E+08;5,697204E+08;5,543213E+08;5,391258E+08;5,243247E+08;5,100576E+08;4,963644E+08;4,832081E+08;4,705572E+08;4,583524E+08;4,465461E+08;4,351372E+08;4,24132E+08;4,134959E+08;4,031867E+08;3,93172E+08;3,834184E+08;3,739214E+08;3,64712E+08;3,558393E+08;3,473288E+08;3,392017E+08;3,314159E+08;3,238587E+08;3,163782E+08;3,088701E+08;3,012846E+08;2,93663E+08;2,861045E+08;2,787558E+08;2,717239E+08;2,650394E+08;2,586702E+08;2,525859E+08;2,467331E+08;2,410728E+08;Least developed countries: UN classification;LDC;Population, total;SP.POP.TOTL
Население, всего;Low & middle income;;6,159443E+09;6,080183E+09;6,001164E+09;5,922877E+09;5,845582E+09;5,769207E+09;5,69395E+09;5,619625E+09;5,546493E+09;5,474179E+09;5,401724E+09;5,329273E+09;5,257091E+09;5,185078E+09;5,113277E+09;5,040566E+09;4,966816E+09;4,892461E+09;4,81708E+09;4,74119E+09;4,665448E+09;4,589657E+09;4,513614E+09;4,437302E+09;4,360007E+09;4,281092E+09;4,19892E+09;4,117287E+09;4,035177E+09;3,953807E+09;3,874692E+09;3,79806E+09;3,723178E+09;3,648412E+09;3,574775E+09;3,504521E+09;3,435931E+09;3,368262E+09;3,30209E+09;3,237021E+09;3,171438E+09;3,105316E+09;3,037953E+09;2,97014E+09;2,902258E+09;2,833706E+09;2,766769E+09;2,7015E+09;2,638714E+09;2,577699E+09;2,516694E+09;2,459436E+09;2,403866E+09;2,34893E+09;2,306021E+09;2,276339E+09;Low & middle income;LMY;Population, total;SP.POP.TOTL
Население, всего;Low income;;6,382863E+08;6,21322E+08;6,046483E+08;5,88316E+08;5,72393E+08;5,569264E+08;5,419397E+08;5,27416E+08;5,133111E+08;4,995593E+08;4,861133E+08;4,729474E+08;4,600751E+08;4,475346E+08;4,353833E+08;4,236554E+08;4,123737E+08;4,015046E+08;3,90959E+08;3,806148E+08;3,703883E+08;3,602429E+08;3,502148E+08;3,40382E+08;3,308597E+08;3,217326E+08;3,130107E+08;3,046684E+08;2,967104E+08;2,891345E+08;2,819296E+08;2,751028E+08;2,686315E+08;2,624369E+08;2,564156E+08;2,504888E+08;2,446247E+08;2,388283E+08;2,331034E+08;2,27468E+08;2,219363E+08;2,165043E+08;2,111643E+08;2,059238E+08;2,007935E+08;1,957842E+08;1,908931E+08;1,861258E+08;1,815103E+08;1,770822E+08;1,728652E+08;1,688763E+08;1,651044E+08;1,615099E+08;1,580361E+08;1,546436E+08;Low income;LIC;Population, total;SP.POP.TOTL
Население, всего;Lower middle income;;2,927414E+09;2,885248E+09;2,843404E+09;2,80188E+09;2,760562E+09;2,719003E+09;2,677559E+09;2,636522E+09;2,595645E+09;2,554925E+09;2,514348E+09;2,473856E+09;2,433405E+09;2,39306E+09;2,352813E+09;2,312489E+09;2,272161E+09;2,231891E+09;2,191409E+09;2,150734E+09;2,110086E+09;2,069486E+09;2,028791E+09;1,987933E+09;1,946835E+09;1,905833E+09;1,862915E+09;1,821764E+09;1,780743E+09;1,739983E+09;1,699641E+09;1,65988E+09;1,620722E+09;1,582199E+09;1,544522E+09;1,507845E+09;1,472E+09;1,437186E+09;1,403406E+09;1,370554E+09;1,338537E+09;1,307363E+09;1,277056E+09;1,247528E+09;1,218821E+09;1,190833E+09;1,163443E+09;1,136732E+09;1,110657E+09;1,085253E+09;1,060476E+09;1,03634E+09;1,012768E+09;9,900394E+08;9,678871E+08;9,464844E+08;Lower middle income;LMC;Population, total;SP.POP.TOTL
Население, всего;Middle East & North Africa;;4,240652E+08;4,164019E+08;4,087319E+08;4,010328E+08;3,932741E+08;3,85417E+08;3,774853E+08;3,694526E+08;3,615496E+08;3,539173E+08;3,466573E+08;3,398236E+08;3,333734E+08;3,272079E+08;3,211634E+08;3,151225E+08;3,090693E+08;3,030069E+08;2,969867E+08;2,909505E+08;2,849732E+08;2,773442E+08;2,713125E+08;2,653365E+08;2,610768E+08;2,545314E+08;2,459125E+08;2,391777E+08;2,322032E+08;2,251631E+08;2,181339E+08;2,111857E+08;2,044286E+08;1,977624E+08;1,913262E+08;1,851832E+08;1,793472E+08;1,738277E+08;1,686351E+08;1,637215E+08;1,590624E+08;1,546555E+08;1,504759E+08;1,464614E+08;1,426295E+08;1,388633E+08;1,351364E+08;1,314892E+08;1,279241E+08;1,243908E+08;1,21015E+08;1,177246E+08;1,145262E+08;1,114386E+08;1,08429E+08;1,055573E+08;Middle East & North Africa;MEA;Population, total;SP.POP.TOTL
Население, всего;Middle East & North Africa (excluding high income);;3,625609E+08;3,562629E+08;3,500567E+08;3,439403E+08;3,379083E+08;3,319288E+08;3,260411E+08;3,202292E+08;3,145313E+08;3,089949E+08;3,036217E+08;2,984272E+08;2,933907E+08;2,884546E+08;2,835344E+08;2,785805E+08;2,735647E+08;2,684646E+08;2,633307E+08;2,581373E+08;2,529602E+08;2,477816E+08;2,425744E+08;2,374424E+08;2,320721E+08;2,265009E+08;2,187801E+08;2,129431E+08;2,069175E+08;2,008584E+08;1,948285E+08;1,889044E+08;1,831598E+08;1,775279E+08;1,721061E+08;1,669365E+08;1,620419E+08;1,574188E+08;1,530525E+08;1,489149E+08;1,44979E+08;1,412431E+08;1,376996E+08;1,343016E+08;1,309896E+08;1,277184E+08;1,244461E+08;1,211904E+08;1,179711E+08;1,148228E+08;1,117711E+08;1,088222E+08;1,059679E+08;1,032034E+08;1,005201E+08;9,791405E+07;Middle East & North Africa (excluding high income);MNA;Population, total;SP.POP.TOTL
Население, всего;Middle East & North Africa (IDA & IBRD countries);;3,581388E+08;3,519682E+08;3,458872E+08;3,398933E+08;3,339812E+08;3,281177E+08;3,223389E+08;3,166325E+08;3,110368E+08;3,055886E+08;3,003013E+08;2,951906E+08;2,902357E+08;2,853793E+08;2,805366E+08;2,756584E+08;2,707163E+08;2,65688E+08;2,606241E+08;2,555493E+08;2,504856E+08;2,454153E+08;2,403117E+08;2,352788E+08;2,300033E+08;2,245227E+08;2,187801E+08;2,129431E+08;2,069175E+08;2,008584E+08;1,948285E+08;1,889044E+08;1,831598E+08;1,775279E+08;1,721061E+08;1,669365E+08;1,620419E+08;1,574188E+08;1,530525E+08;1,489149E+08;1,44979E+08;1,412431E+08;1,376996E+08;1,343016E+08;1,309896E+08;1,277184E+08;1,244461E+08;1,211904E+08;1,179711E+08;1,148228E+08;1,117711E+08;1,088222E+08;1,059679E+08;1,032034E+08;1,005201E+08;9,791405E+07;Middle East & North Africa (IDA & IBRD countries);TMN;Population, total;SP.POP.TOTL
Население, всего;Middle income;;5,521157E+09;5,458861E+09;5,396516E+09;5,334561E+09;5,273189E+09;5,21228E+09;5,15201E+09;5,092209E+09;5,033183E+09;4,97462E+09;4,915611E+09;4,856325E+09;4,797016E+09;4,737543E+09;4,677894E+09;4,61691E+09;4,554442E+09;4,490956E+09;4,426121E+09;4,360575E+09;4,29506E+09;4,229414E+09;4,163399E+09;4,09692E+09;4,029147E+09;3,959359E+09;3,885909E+09;3,812619E+09;3,738466E+09;3,664672E+09;3,592763E+09;3,522957E+09;3,454546E+09;3,385975E+09;3,31836E+09;3,254032E+09;3,191306E+09;3,129434E+09;3,068987E+09;3,009553E+09;2,949501E+09;2,888812E+09;2,826789E+09;2,764216E+09;2,701465E+09;2,637922E+09;2,575876E+09;2,515374E+09;2,457204E+09;2,400617E+09;2,343828E+09;2,29056E+09;2,238762E+09;2,18742E+09;2,147985E+09;2,121695E+09;Middle income;MIC;Population, total;SP.POP.TOTL
Население, всего;North America;;3,573358E+08;3,545162E+08;3,516479E+08;3,489189E+08;3,461262E+08;3,434172E+08;3,404657E+08;3,37405E+08;3,34184E+08;3,310149E+08;3,278928E+08;3,24864E+08;3,218473E+08;3,190501E+08;3,161133E+08;3,12994E+08;3,096005E+08;3,061628E+08;3,027047E+08;2,99126E+08;2,956917E+08;2,922972E+08;2,888113E+08;2,850922E+08;2,812117E+08;2,774733E+08;2,742568E+08;2,714524E+08;2,688969E+08;2,663944E+08;2,639229E+08;2,615834E+08;2,593039E+08;2,569215E+08;2,544211E+08;2,518727E+08;2,493858E+08;2,466746E+08;2,440884E+08;2,416062E+08;2,39235E+08;2,366815E+08;2,343322E+08;2,319438E+08;2,293611E+08;2,26431E+08;2,23759E+08;2,21503E+08;2,19176E+08;2,16659E+08;2,140311E+08;2,112629E+08;2,082537E+08;2,051986E+08;2,020075E+08;1,986244E+08;North America;NAC;Population, total;SP.POP.TOTL
Население, всего;Not classified;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Not classified;INX;Population, total;SP.POP.TOTL
Население, всего;OECD members;;1,282975E+09;1,274982E+09;1,267816E+09;1,258042E+09;1,251605E+09;1,24355E+09;1,23531E+09;1,22652E+09;1,216989E+09;1,207946E+09;1,199201E+09;1,190809E+09;1,182448E+09;1,17415E+09;1,165755E+09;1,157261E+09;1,149094E+09;1,140822E+09;1,132598E+09;1,124092E+09;1,115578E+09;1,106887E+09;1,09805E+09;1,088747E+09;1,078982E+09;1,069302E+09;1,060182E+09;1,051621E+09;1,043569E+09;1,035667E+09;1,027723E+09;1,020094E+09;1,012545E+09;1,004665E+09;9,964442E+08;9,877443E+08;9,790287E+08;9,701304E+08;9,612122E+08;9,523732E+08;9,437308E+08;9,335997E+08;9,229702E+08;9,134036E+08;9,029696E+08;8,927337E+08;8,831734E+08;8,7267E+08;8,639674E+08;8,543615E+08;8,443539E+08;8,338226E+08;8,22948E+08;8,12037E+08;8,010902E+08;7,887692E+08;OECD members;OED;Population, total;SP.POP.TOTL
Население, всего;Other small states;;2,865E+07;2,814298E+07;2,763201E+07;2,710903E+07;2,656444E+07;2,596559E+07;2,536027E+07;2,473224E+07;2,40807E+07;2,346347E+07;2,291267E+07;2,243793E+07;2,201296E+07;2,163078E+07;2,126752E+07;2,089884E+07;2,051505E+07;2,015047E+07;1,98013E+07;1,946219E+07;1,913003E+07;1,880434E+07;1,848458E+07;1,816444E+07;1,782136E+07;1,744358E+07;1,705183E+07;1,663361E+07;1,620719E+07;1,578682E+07;1,538143E+07;1,499614E+07;1,463238E+07;1,428306E+07;1,3946E+07;1,362884E+07;1,332882E+07;1,304766E+07;1,278351E+07;1,252693E+07;1,227521E+07;1,202529E+07;1,178148E+07;1,154159E+07;1,130628E+07;1,107817E+07;1,086152E+07;1,065316E+07;1,045246E+07;1,026042E+07;1,007187E+07;9886197;9705396;9530669;9359115;9190554;Other small states;OSS;Population, total;SP.POP.TOTL
Население, всего;Pacific island small states;;2351091;2323513;2295834;2267982;2239849;2211421;2182547;2153399;2124650;2097182;2071588;2048118;2026433;2005803;1985179;1963761;1941464;1918419;1894309;1868807;1841772;1812753;1781989;1750857;1721249;1694417;1671112;1650666;1631177;1609921;1585032;1555790;1523013;1488194;1453544;1420689;1390041;1361129;1333634;1306944;1280578;1254520;1228877;1203422;1177886;1152035;1125883;1099414;1072397;1044558;1015764;985870;955109;924223;894211;865811;Pacific island small states;PSS;Population, total;SP.POP.TOTL
Население, всего;Post-demographic dividend;;1,097737E+09;1,092939E+09;1,089081E+09;1,082692E+09;1,07959E+09;1,075074E+09;1,070041E+09;1,06454E+09;1,058117E+09;1,052285E+09;1,046652E+09;1,041323E+09;1,035927E+09;1,030739E+09;1,025559E+09;1,020294E+09;1,015143E+09;1,010195E+09;1,005399E+09;1,000256E+09;9,951134E+08;9,897883E+08;9,841753E+08;9,777096E+08;9,709505E+08;9,646596E+08;9,584856E+08;9,525022E+08;9,469436E+08;9,415908E+08;9,363268E+08;9,314911E+08;9,267053E+08;9,216268E+08;9,161372E+08;9,100282E+08;9,040163E+08;8,976666E+08;8,914254E+08;8,85318E+08;8,794141E+08;8,719256E+08;8,639256E+08;8,569206E+08;8,489208E+08;8,408316E+08;8,332955E+08;8,248701E+08;8,181522E+08;8,10468E+08;8,022262E+08;7,933978E+08;7,842669E+08;7,749631E+08;7,655095E+08;7,546972E+08;Post-demographic dividend;PST;Population, total;SP.POP.TOTL
Население, всего;Pre-demographic dividend;;8,50271E+08;8,263521E+08;8,028557E+08;7,79863E+08;7,574844E+08;7,357694E+08;7,148153E+08;6,945631E+08;6,74958E+08;6,559156E+08;6,373752E+08;6,19292E+08;6,016661E+08;5,845838E+08;5,681562E+08;5,524456E+08;5,375056E+08;5,232615E+08;5,09493E+08;4,959005E+08;4,822785E+08;4,685243E+08;4,547234E+08;4,410889E+08;4,279339E+08;4,15481E+08;4,037788E+08;3,927406E+08;3,822888E+08;3,722963E+08;3,626563E+08;3,53374E+08;3,44444E+08;3,357352E+08;3,270833E+08;3,183783E+08;3,095484E+08;3,00638E+08;2,917975E+08;2,83247E+08;2,751438E+08;2,675374E+08;2,603743E+08;2,535853E+08;2,470592E+08;2,407142E+08;2,34532E+08;2,285376E+08;2,227419E+08;2,171676E+08;2,118295E+08;2,06724E+08;2,01836E+08;1,971562E+08;1,926723E+08;1,883735E+08;Pre-demographic dividend;PRE;Population, total;SP.POP.TOTL
Население, всего;Small states;;3,805006E+07;3,747936E+07;3,690359E+07;3,631412E+07;3,570098E+07;3,503158E+07;3,435403E+07;3,365291E+07;3,292894E+07;3,224188E+07;3,162517E+07;3,108907E+07;3,06066E+07;3,016914E+07;2,975016E+07;2,931732E+07;2,88682E+07;2,843411E+07;2,800829E+07;2,758915E+07;2,716942E+07;2,67636E+07;2,636258E+07;2,596257E+07;2,554434E+07;2,509836E+07;2,464658E+07;2,417087E+07;2,370211E+07;2,322789E+07;2,275274E+07;2,228402E+07;2,182295E+07;2,137035E+07;2,093114E+07;2,052055E+07;2,012791E+07;1,975911E+07;1,941093E+07;1,907097E+07;1,873473E+07;1,840004E+07;1,807069E+07;1,774499E+07;1,742468E+07;1,711278E+07;1,681311E+07;1,652272E+07;1,623863E+07;1,595831E+07;1,567453E+07;1,53865E+07;1,509634E+07;1,48083E+07;1,452425E+07;1,424718E+07;Small states;SST;Population, total;SP.POP.TOTL
Население, всего;South Asia;;1,744161E+09;1,721153E+09;1,698093E+09;1,675019E+09;1,651889E+09;1,628689E+09;1,605444E+09;1,582147E+09;1,558686E+09;1,53495E+09;1,510865E+09;1,486402E+09;1,461601E+09;1,436528E+09;1,411288E+09;1,38596E+09;1,360595E+09;1,335194E+09;1,309774E+09;1,284344E+09;1,258904E+09;1,233481E+09;1,208124E+09;1,182862E+09;1,157752E+09;1,132833E+09;1,108148E+09;1,083706E+09;1,059536E+09;1,03566E+09;1,0121E+09;9,888786E+08;9,660236E+08;9,435625E+08;9,215217E+08;9,000852E+08;8,789398E+08;8,582669E+08;8,381415E+08;8,18591E+08;7,996203E+08;7,812548E+08;7,634913E+08;7,462221E+08;7,294696E+08;7,131154E+08;6,970605E+08;6,814058E+08;6,661343E+08;6,51326E+08;6,369638E+08;6,230731E+08;6,095715E+08;5,967011E+08;5,841432E+08;5,720361E+08;South Asia;SAS;Population, total;SP.POP.TOTL
Население, всего;South Asia (IDA & IBRD);;1,744161E+09;1,721153E+09;1,698093E+09;1,675019E+09;1,651889E+09;1,628689E+09;1,605444E+09;1,582147E+09;1,558686E+09;1,53495E+09;1,510865E+09;1,486402E+09;1,461601E+09;1,436528E+09;1,411288E+09;1,38596E+09;1,360595E+09;1,335194E+09;1,309774E+09;1,284344E+09;1,258904E+09;1,233481E+09;1,208124E+09;1,182862E+09;1,157752E+09;1,132833E+09;1,108148E+09;1,083706E+09;1,059536E+09;1,03566E+09;1,0121E+09;9,888786E+08;9,660236E+08;9,435625E+08;9,215217E+08;9,000852E+08;8,789398E+08;8,582669E+08;8,381415E+08;8,18591E+08;7,996203E+08;7,812548E+08;7,634913E+08;7,462221E+08;7,294696E+08;7,131154E+08;6,970605E+08;6,814058E+08;6,661343E+08;6,51326E+08;6,369638E+08;6,230731E+08;6,095715E+08;5,967011E+08;5,841432E+08;5,720361E+08;South Asia (IDA & IBRD);TSA;Population, total;SP.POP.TOTL
Население, всего;Sub-Saharan Africa;;1,000981E+09;9,743719E+08;9,483224E+08;9,228551E+08;8,979985E+08;8,737802E+08;8,501903E+08;8,272397E+08;8,049505E+08;7,833576E+08;7,624768E+08;7,423094E+08;7,228322E+08;7,040041E+08;6,857953E+08;6,677421E+08;6,500305E+08;6,328572E+08;6,161613E+08;5,998586E+08;5,838927E+08;5,682284E+08;5,528427E+08;5,377596E+08;5,230079E+08;5,08616E+08;4,945804E+08;4,808097E+08;4,673378E+08;4,541973E+08;4,414143E+08;4,290085E+08;4,169827E+08;4,053289E+08;3,940211E+08;3,830439E+08;3,72391E+08;3,620762E+08;3,521096E+08;3,424896E+08;3,332224E+08;3,243166E+08;3,157589E+08;3,075241E+08;2,995787E+08;2,918979E+08;2,845025E+08;2,773655E+08;2,704776E+08;2,638307E+08;2,574149E+08;2,512159E+08;2,452171E+08;2,394036E+08;2,3376E+08;2,282688E+08;Sub-Saharan Africa;SSF;Population, total;SP.POP.TOTL
Население, всего;Sub-Saharan Africa (excluding high income);;1,000888E+09;9,742805E+08;9,482324E+08;9,227668E+08;8,979111E+08;8,736904E+08;8,50103E+08;8,271527E+08;8,048654E+08;7,83273E+08;7,623939E+08;7,422269E+08;7,227494E+08;7,039204E+08;6,85714E+08;6,67661E+08;6,499501E+08;6,327783E+08;6,16084E+08;5,997822E+08;5,838173E+08;5,681544E+08;5,5277E+08;5,376879E+08;5,229371E+08;5,08546E+08;4,945109E+08;4,807408E+08;4,672695E+08;4,541294E+08;4,413469E+08;4,289416E+08;4,169163E+08;4,052631E+08;3,93956E+08;3,829795E+08;3,723274E+08;3,620135E+08;3,520479E+08;3,424289E+08;3,331628E+08;3,242582E+08;3,157016E+08;3,07468E+08;2,995239E+08;2,918443E+08;2,844501E+08;2,773143E+08;2,704276E+08;2,63782E+08;2,573674E+08;2,511695E+08;2,451719E+08;2,393596E+08;2,337171E+08;2,282271E+08;Sub-Saharan Africa (excluding high income);SSA;Population, total;SP.POP.TOTL
Население, всего;Sub-Saharan Africa (IDA & IBRD countries);;1,000981E+09;9,743719E+08;9,483224E+08;9,228551E+08;8,979985E+08;8,737802E+08;8,501903E+08;8,272397E+08;8,049505E+08;7,833576E+08;7,624768E+08;7,423094E+08;7,228322E+08;7,040041E+08;6,857953E+08;6,677421E+08;6,500305E+08;6,328572E+08;6,161613E+08;5,998586E+08;5,838927E+08;5,682284E+08;5,528427E+08;5,377596E+08;5,230079E+08;5,08616E+08;4,945804E+08;4,808097E+08;4,673378E+08;4,541973E+08;4,414143E+08;4,290085E+08;4,169827E+08;4,053289E+08;3,940211E+08;3,830439E+08;3,72391E+08;3,620762E+08;3,521096E+08;3,424896E+08;3,332224E+08;3,243166E+08;3,157589E+08;3,075241E+08;2,995787E+08;2,918979E+08;2,845025E+08;2,773655E+08;2,704776E+08;2,638307E+08;2,574149E+08;2,512159E+08;2,452171E+08;2,394036E+08;2,3376E+08;2,282688E+08;Sub-Saharan Africa (IDA & IBRD countries);TSS;Population, total;SP.POP.TOTL
Население, всего;Upper middle income;;2,593743E+09;2,573613E+09;2,553112E+09;2,532681E+09;2,512627E+09;2,493277E+09;2,474451E+09;2,455687E+09;2,437537E+09;2,419695E+09;2,401263E+09;2,382469E+09;2,36361E+09;2,344483E+09;2,325081E+09;2,304421E+09;2,282281E+09;2,259065E+09;2,234712E+09;2,209841E+09;2,184974E+09;2,159928E+09;2,134608E+09;2,108987E+09;2,082312E+09;2,053526E+09;2,022994E+09;1,990855E+09;1,957723E+09;1,924689E+09;1,893121E+09;1,863077E+09;1,833825E+09;1,803776E+09;1,773838E+09;1,746187E+09;1,719306E+09;1,692248E+09;1,665581E+09;1,638999E+09;1,610965E+09;1,581448E+09;1,549733E+09;1,516689E+09;1,482644E+09;1,447089E+09;1,412433E+09;1,378642E+09;1,346548E+09;1,315364E+09;1,283353E+09;1,25422E+09;1,225994E+09;1,197381E+09;1,180098E+09;1,175211E+09;Upper middle income;UMC;Population, total;SP.POP.TOTL
Население, всего;World;;7,346633E+09;7,26078E+09;7,176092E+09;7,089452E+09;7,006908E+09;6,923684E+09;6,840956E+09;6,758303E+09;6,675833E+09;6,594722E+09;6,51396E+09;6,433748E+09;6,353976E+09;6,274734E+09;6,19559E+09;6,115444E+09;6,034912E+09;5,953673E+09;5,871549E+09;5,788596E+09;5,705843E+09;5,621147E+09;5,537777E+09;5,453473E+09;5,36989E+09;5,283058E+09;5,193123E+09;5,104205E+09;5,015268E+09;4,927207E+09;4,841377E+09;4,75831E+09;4,67702E+09;4,595488E+09;4,514656E+09;4,436734E+09;4,360572E+09;4,285062E+09;4,211259E+09;4,138731E+09;4,065955E+09;3,991194E+09;3,9148E+09;3,839016E+09;3,76229E+09;3,684997E+09;3,60991E+09;3,535512E+09;3,465297E+09;3,395866E+09;3,326054E+09;3,259355E+09;3,193947E+09;3,129064E+09;3,076121E+09;3,035056E+09;World;WLD;Population, total;SP.POP.TOTL
Население, всего;Австралия;;2,378117E+07;2,346409E+07;2,311735E+07;2,272825E+07;2,234002E+07;2,203175E+07;2,16917E+07;2,12492E+07;2,08276E+07;2,06979E+07;2,03948E+07;2,01274E+07;1,98954E+07;1,96514E+07;1,9413E+07;1,9153E+07;1,8926E+07;1,8711E+07;1,8517E+07;1,8311E+07;1,8072E+07;1,7855E+07;1,7667E+07;1,7495E+07;1,7284E+07;1,70651E+07;1,68144E+07;1,65322E+07;1,62639E+07;1,60184E+07;1,5758E+07;1,5544E+07;1,5369E+07;1,5178E+07;1,4927E+07;1,4692E+07;1,4514E+07;1,4358E+07;1,4192E+07;1,4033E+07;1,3893E+07;1,3723E+07;1,338E+07;1,3177E+07;1,2937E+07;1,2507E+07;1,2263E+07;1,2009E+07;1,1799E+07;1,1651E+07;1,1388E+07;1,1167E+07;1,095E+07;1,0742E+07;1,0483E+07;1,027648E+07;Australia;AUS;Population, total;SP.POP.TOTL
Население, всего;Австрия;;8611088;8541575;8479375;8429991;8391643;8363404;8343323;8321496;8295487;8268641;8227829;8171966;8121423;8081957;8042293;8011566;7992324;7976789;7968041;7959017;7948278;7936118;7905633;7840709;7754891;7677850;7619567;7585317;7574586;7569794;7564985;7561434;7561910;7574140;7568710;7549433;7549425;7562305;7568430;7565525;7578903;7599038;7586115;7544201;7500482;7467086;7441055;7415403;7376998;7322066;7270889;7223801;7175811;7129864;7086299;7047539;Austria;AUT;Population, total;SP.POP.TOTL
Население, всего;Азербайджан;;9651349;9535079;9416801;9295784;9173082;9054332;8947243;8763400;8581300;8484550;8391850;8306500;8234100;8171950;8111200;8048600;7982750;7913000;7838250;7763000;7685000;7597000;7495000;7382000;7271000;7159000;7104058;6994139;6886428;6779970;6674107;6568857;6464775;6362289;6261942;6163990;6068531;5975045;5882395;5789050;5693796;5596160;5496061;5393176;5287272;5178160;5066080;4950977;4832098;4708485;4579759;4445653;4307315;4167558;4030130;3897889;Azerbaijan;AZE;Population, total;SP.POP.TOTL
Население, всего;Албания;;2889167;2893654;2896652;2900247;2904780;2913021;2927519;2947314;2970017;2992547;3011487;3026939;3039616;3051010;3060173;3089027;3108778;3128530;3148281;3168033;3187784;3207536;3227287;3247039;3266790;3286542;3227943;3142336;3083605;3022635;2964762;2904429;2843960;2784278;2726056;2671997;2617832;2566266;2513546;2458526;2404831;2350124;2296752;2243126;2187853;2135479;2081695;2022272;1965598;1914573;1864791;1814135;1762621;1711319;1659800;1608800;Albania;ALB;Population, total;SP.POP.TOTL
